temperature,exhaust_vacuum,amb_pressure,r_humidity,energy_production,temperature_sqaure
31.63,65.74,1010.83,50.59,437.54,5.624055476255546
23.08,64.44,1014.85,69.95,448.61,4.804164859785725
33.82,73.03,1013.49,42.17,439.3,5.815496539419485
29.41,59.27,1011.36,52.37,441.99,5.423098745182499
17.22,36.71,1013.77,67.92,465.32,4.149698784249286
23.38,65.06,1014.12,59.36,443.8,4.835286961494633
29.56,70.4,1006.49,82.95,432.85,5.436910887627275
14.51,53.82,1016.46,62.75,463.17,3.809199390948182
17.66,60.08,1017.22,86.96,456.62,4.202380277890139
20.92,63.86,1020.49,72.98,449.09,4.573838650411709
23.73,63.94,1010.7,87.1,441.78,4.87134478352744
18.77,58.66,1010.34,87.25,454.54,4.332435804486894
23.55,58.79,1010.78,78.47,447.01,4.852834223420372
27.49,63.76,1010.09,62.8,436.73,5.243090691567332
10.93,39.22,1019.44,64.94,473.27,3.306055050963308
31.74,72.58,1007.26,59.58,425.12,5.633826408401309
16.98,63.09,1020.44,95.18,450.55,4.120679555607303
17.37,41.23,998.79,68.44,461.08,4.167733196834941
11.72,39.18,1024.19,68.53,468.98,3.423448553724738
14.67,45.01,1014.28,67.91,460.47,3.8301436004411116
14.83,53.82,1016.57,63.47,464.0,3.850973902793941
7.73,39.04,1018.61,68.23,482.39,2.7802877548915688
24.96,65.18,1012.68,76.19,436.24,4.995998398718719
14.43,38.28,1014.76,79.76,467.12,3.7986839826445156
14.8,44.92,1024.06,91.67,464.01,3.847076812334269
22.74,61.02,1009.56,79.41,445.56,4.768647607026545
10.99,44.63,1020.67,90.09,473.29,3.315116890850155
14.43,45.08,1023.23,83.98,465.07,3.7986839826445156
23.33,73.18,1012.51,91.29,436.33,4.830113870293329
12.82,46.18,1018.53,88.46,466.06,3.5805027579936315
23.92,66.54,1009.93,62.37,441.9,4.890807704254994
16.57,41.79,1005.82,72.25,452.84,4.070626487409524
27.31,65.12,1016.05,45.98,440.06,5.225897052181567
17.4,44.58,1018.9,60.58,468.01,4.171330722922842
14.07,46.18,1017.77,87.83,465.05,3.75099986670221
21.19,52.3,1008.24,79.19,447.06,4.603259714593562
24.87,60.37,1005.48,76.21,436.41,4.9869830559166735
27.71,72.99,1007.18,72.68,433.01,5.264028875300743
16.37,44.0,1024.61,78.26,460.14,4.045985664828782
7.03,41.74,1021.92,86.44,486.91,2.6514147167125706
24.14,69.23,1012.4,73.26,433.92,4.913247398615299
20.03,69.45,1013.47,86.66,441.54,4.47548880012005
18.11,52.08,1002.51,100.09,449.99,4.255584566190643
26.65,58.41,1013.53,65.83,442.66,5.162363799656123
27.92,68.12,1011.54,49.8,437.51,5.2839379254491625
21.69,69.94,1010.7,80.8,443.67,4.657252408878008
10.78,41.93,1015.56,95.71,478.88,3.283291031876401
11.46,39.1,1010.17,100.15,470.55,3.3852621759621515
14.19,39.52,1018.34,77.25,467.14,3.7669616403674726
16.59,39.54,1007.97,70.58,464.19,4.07308237088326
21.82,58.66,1011.71,64.37,452.16,4.671188285650665
6.17,39.33,1012.57,93.32,491.54,2.483948469674844
11.72,41.54,1020.04,66.84,476.12,3.423448553724738
21.89,74.78,1010.35,80.39,444.6,4.678675026115834
18.84,40.79,1005.18,92.46,459.96,4.340506882842141
12.45,37.92,1008.03,61.87,470.59,3.52845575287547
24.88,71.94,1006.85,87.32,433.3,4.98798556533597
19.53,50.32,1009.71,94.46,449.59,4.419275958796871
25.31,74.33,1015.04,79.88,436.21,5.030904491242106
21.91,70.32,1009.17,90.57,439.29,4.6808118953873805
19.4,39.53,1007.96,63.38,457.17,4.404543109109048
28.57,65.27,1013.27,51.11,440.51,5.345091205957107
20.11,57.25,1010.36,88.89,451.95,4.484417464955732
5.71,40.77,1022.49,87.9,487.48,2.3895606290697042
29.1,50.05,1005.87,51.53,438.66,5.394441583704471
11.31,39.61,1018.74,68.9,471.92,3.3630343441600474
19.45,38.52,1017.99,62.86,451.96,4.410215414239989
32.15,69.98,1013.3,55.13,429.86,5.670097000933935
18.36,62.1,1019.9,79.09,453.5,4.28485705712571
27.26,66.56,1007.83,60.95,434.88,5.221110992882645
14.97,42.28,1007.31,79.25,466.62,3.8691084244306206
31.18,74.34,1003.81,63.59,434.15,5.583905443325486
17.81,37.2,1011.98,67.27,470.97,4.220189569201838
23.83,50.32,1008.41,72.23,445.17,4.881598098983569
29.11,74.78,1009.6,56.93,438.75,5.395368384086484
7.95,40.72,1023.7,84.19,486.14,2.819574435974337
6.93,39.81,1017.25,87.29,484.98,2.6324893162176366
12.2,44.77,1018.64,76.1,469.41,3.492849839314596
26.01,58.41,1013.56,70.84,443.74,5.1000000000000005
21.92,49.02,1009.29,88.56,443.31,4.68187996428785
23.99,68.12,1012.92,70.68,437.14,4.897958758503383
7.64,42.28,1008.49,83.42,483.74,2.7640549922170505
25.46,56.89,1012.59,62.9,443.5,5.045790324617146
9.6,37.73,1021.87,77.75,481.03,3.0983866769659336
24.62,72.24,1011.39,83.94,432.13,4.961854492022111
13.98,39.18,1009.61,89.12,467.97,3.7389838191679834
24.06,58.2,1017.46,48.04,445.91,4.905099387372289
27.98,74.78,1009.46,63.11,436.82,5.289612462175278
10.47,43.14,1010.35,86.86,476.55,3.2357379374726873
16.97,42.86,1013.92,74.8,463.62,4.119465984809196
9.34,38.08,1019.56,67.74,482.06,3.056141357987225
27.24,68.08,1013.23,51.96,445.25,5.219195340279955
29.18,68.24,1010.04,68.04,428.52,5.401851534427802
20.17,56.03,1019.47,56.77,458.04,4.491102314577124
23.0,60.37,1005.34,83.73,437.6,4.795831523312719
21.32,48.14,1016.57,71.81,449.09,4.6173585522460785
15.28,44.58,1016.45,83.07,467.92,3.9089640571384128
7.76,39.61,1021.63,80.67,488.32,2.7856776554368237
20.76,58.18,1007.8,99.22,449.25,4.5563142999578075
28.68,61.86,1011.78,62.67,440.57,5.355371135598354
18.03,53.16,1013.1,81.42,457.73,4.246174749112429
8.95,38.56,1017.85,64.34,475.43,2.9916550603303182
27.08,62.91,1011.9,62.58,442.91,5.203844732503075
23.19,67.07,1005.67,65.19,442.45,4.815599651133803
32.63,73.88,1005.64,52.56,435.75,5.712267500739089
24.59,71.94,1006.89,88.52,430.28,4.958830507286975
24.56,66.75,1018.5,77.47,435.03,4.955804677345546
11.02,41.17,1018.18,86.86,477.62,3.3196385345395663
23.23,63.31,1012.52,75.1,441.5,4.8197510309143565
24.77,69.71,1009.86,85.56,441.29,4.976946855251722
27.5,65.59,1011.23,65.37,441.27,5.244044240850758
22.07,50.78,1008.6,61.33,449.96,4.697871858618538
11.01,43.69,1016.7,81.48,477.3,3.3181320046074116
14.24,44.84,1023.6,94.06,466.67,3.7735924528226414
26.23,59.07,1008.2,78.93,440.18,5.121523210920751
29.04,62.26,1010.63,56.6,433.97,5.388877434122992
25.44,56.57,1013.8,66.72,444.61,5.043808085167397
15.75,39.16,1016.31,77.99,468.87,3.968626966596886
20.25,55.5,1020.03,69.33,455.13,4.5
13.67,40.71,1016.19,66.15,467.62,3.69729630946723
12.41,41.44,1015.46,76.9,472.06,3.5227829907617076
24.63,63.9,1014.53,75.24,440.23,4.962862077471023
9.68,41.06,1022.75,87.44,476.67,3.111269837220809
25.69,59.07,1006.89,82.34,440.6,5.068530358989674
7.71,36.25,1027.92,89.84,481.74,2.7766886753829643
26.2,63.56,1013.39,67.07,442.4,5.118593556827891
15.52,41.93,1022.97,52.92,471.97,3.939543120718442
21.12,63.56,1014.16,81.42,445.9,4.595650117230423
14.39,40.35,1011.33,64.86,472.43,3.7934153476781316
22.78,62.44,1011.79,75.43,446.12,4.77283982551269
16.59,41.79,1006.67,73.9,455.42,4.07308237088326
27.78,70.8,1009.81,79.57,431.44,5.270673581241775
29.56,74.22,1007.45,57.46,432.84,5.436910887627275
22.25,60.77,1017.8,82.19,444.05,4.716990566028302
23.36,74.93,1016.57,71.91,443.78,4.833218389437829
27.62,67.51,1012.38,60.25,442.13,5.2554733373883655
22.7,61.41,1012.08,78.08,449.75,4.764451699828638
18.71,39.39,1014.09,62.82,465.57,4.325505750776434
24.49,70.79,1005.51,88.65,430.54,4.948737212663449
16.98,44.85,1015.48,51.77,464.27,4.120679555607303
21.73,50.32,1008.51,84.62,442.1,4.661544808322666
29.79,69.34,1008.82,65.13,434.74,5.4580216195980755
20.51,63.09,1016.39,92.99,445.86,4.528796749689701
18.17,52.08,1001.91,100.09,451.06,4.262628297189424
32.55,70.94,1006.75,43.15,432.07,5.705260730238365
25.26,52.3,1006.65,64.64,442.76,5.025932749251625
9.63,43.02,1012.4,68.41,480.21,3.10322412983658
19.64,46.33,1013.33,98.99,451.45,4.431703961232068
26.84,70.36,1007.41,71.47,442.17,5.180733538795447
23.57,70.04,1011.06,82.79,437.53,4.854894437575342
30.11,62.04,1010.69,47.96,444.42,5.487257967327579
5.66,40.0,1022.08,93.03,475.54,2.3790754506740637
23.27,64.69,1006.84,70.53,438.08,4.823898838076935
22.65,68.67,1006.67,77.42,447.01,4.759201613716317
22.69,49.21,1012.64,46.83,449.01,4.763402145525822
11.16,40.96,1023.49,83.7,478.3,3.340658617698013
19.45,58.95,1017.79,93.46,445.1,4.410215414239989
16.64,53.82,1015.13,68.24,459.01,4.079215610874228
22.83,65.18,1012.24,79.74,442.43,4.778074926160116
31.05,69.13,1000.38,58.49,426.31,5.572252686302013
7.5,38.06,1021.96,83.45,485.98,2.7386127875258306
21.63,71.85,1009.44,76.89,434.1,4.6508063816933936
30.71,68.27,1007.76,68.04,428.27,5.541660400998964
24.66,57.43,1013.17,71.82,445.41,4.965883607174055
13.42,38.91,1012.81,73.82,472.22,3.6633318168028404
12.12,40.0,1018.72,84.42,462.1,3.481379037105842
23.89,64.27,1013.37,75.22,450.82,4.887739763939975
8.4,38.5,1013.67,69.13,486.5,2.898275349237888
16.18,50.88,1014.06,100.09,455.14,4.022437072223753
24.66,63.73,1011.4,74.52,444.37,4.965883607174055
6.86,38.08,1019.62,77.37,486.92,2.619160170741759
17.81,45.0,1022.32,43.84,471.0,4.220189569201838
13.95,71.14,1019.76,75.51,461.18,3.7349698793966195
22.04,57.32,1012.54,62.17,447.27,4.6946778377222005
7.34,40.72,1023.01,80.08,483.92,2.7092434368288134
20.48,60.29,1017.16,72.1,455.51,4.525483399593904
15.82,43.34,1014.52,79.07,460.4,3.9774363602702683
26.12,63.31,1013.97,51.6,439.77,5.110772935672255
24.35,59.21,1018.21,54.46,444.35,4.934571916590131
25.21,49.82,1016.44,63.14,450.75,5.020956084253277
26.52,43.77,1011.49,46.98,440.31,5.149757275833493
9.65,41.03,1021.09,64.97,481.68,3.1064449134018135
9.55,39.66,1018.8,74.88,480.74,3.0903074280724887
32.06,71.85,1007.9,56.44,426.07,5.662155066756826
29.75,70.32,1007.35,55.8,427.2,5.454356057317857
29.1,73.9,1007.47,59.48,436.56,5.394441583704471
25.6,59.15,1013.31,67.02,441.11,5.059644256269407
34.11,73.56,1006.77,45.92,432.78,5.840376700179536
15.62,38.28,1014.5,77.01,465.7,3.9522145690739006
23.81,46.93,1013.19,54.82,449.58,4.879549159502341
24.06,71.25,1002.39,92.18,438.85,4.905099387372289
12.76,43.7,1015.13,65.34,475.73,3.57211421989835
31.01,67.69,1005.06,46.16,426.64,5.568662316930341
6.77,40.78,1024.86,96.58,478.24,2.6019223662515376
7.75,38.06,1020.83,83.39,483.56,2.7838821814150108
33.43,66.44,1010.29,53.45,433.01,5.781868210189506
24.97,59.87,1018.7,59.94,443.7,4.996999099459595
29.91,74.33,1013.22,39.76,430.26,5.469003565550127
25.28,72.39,1002.28,89.43,432.52,5.027922035990614
30.47,70.83,1010.91,46.94,444.39,5.519963767997033
7.26,41.22,1014.86,97.82,488.75,2.694438717061496
24.0,58.05,1011.28,74.32,447.16,4.898979485566356
25.83,70.47,1006.24,81.83,434.45,5.0823223038292245
28.29,47.93,1002.6,53.23,437.13,5.3188344587888805
26.78,52.3,1008.52,61.23,441.21,5.174939613174245
24.48,69.45,1013.86,62.39,435.74,4.947726750741193
8.46,39.66,1015.14,85.38,484.16,2.9086079144497976
12.42,40.24,1016.59,90.01,469.59,3.5242020373412193
30.03,67.9,1006.22,52.61,426.13,5.479963503528103
29.22,75.23,1010.49,48.73,438.57,5.405552700695831
13.45,43.14,1015.5,74.33,474.1,3.6674241641784495
24.13,73.18,1012.62,91.52,436.22,4.912229636326054
10.32,38.91,1012.11,81.49,479.17,3.212475680841802
12.19,41.06,1021.35,74.98,474.63,3.491418050019218
21.41,50.32,1008.61,84.47,443.63,4.62709412050371
28.16,70.4,1003.77,83.17,434.01,5.3065996645686395
21.84,59.07,1008.84,96.5,448.61,4.673328578219169
25.45,63.76,1009.96,67.78,439.56,5.044799302251775
26.62,65.12,1016.0,43.24,441.22,5.159457335805772
25.09,65.46,1015.29,40.13,442.99,5.008991914547277
17.77,44.6,1016.97,54.25,460.13,4.215447781671599
17.82,65.48,1019.64,86.6,449.21,4.221374183841086
25.71,71.14,1010.02,66.39,432.46,5.070502933634888
18.07,63.31,1016.65,72.81,456.5,4.250882261366456
22.92,60.37,1007.05,89.94,438.86,4.787483681434329
25.42,73.17,1012.29,85.86,437.06,5.041825066382213
20.76,51.19,1009.0,87.23,445.0,4.5563142999578075
22.99,60.77,1017.97,78.47,447.62,4.794788837894741
24.88,49.16,1006.04,64.54,445.18,4.98798556533597
14.89,35.71,1015.1,55.11,469.37,3.8587562763149474
10.53,41.26,1007.48,98.74,475.96,3.24499614791759
31.32,71.29,1008.37,50.07,430.46,5.596427431853289
21.19,50.16,1005.81,84.27,450.33,4.603259714593562
23.84,49.21,1013.1,44.72,445.44,4.882622246293481
8.42,43.14,1011.62,80.32,483.49,2.9017236257093817
22.64,59.27,1012.58,83.55,446.2,4.758150901348127
22.35,65.61,1016.27,73.93,448.41,4.727578661429125
22.49,62.96,1020.21,78.99,447.48,4.742362280551751
23.76,51.19,1009.69,70.87,442.9,4.874423042781577
16.37,52.9,1015.14,73.11,461.15,4.045985664828782
17.57,44.06,1015.43,72.75,459.73,4.191658383026938
15.75,36.99,1007.67,93.8,464.38,3.968626966596886
25.97,68.12,1013.11,61.97,437.11,5.096076922496363
16.37,54.3,1017.94,63.63,459.97,4.045985664828782
14.26,44.47,1028.11,66.81,465.22,3.776241517699841
17.36,39.53,1008.28,68.87,456.57,4.166533331199932
24.12,62.44,1013.83,88.02,443.3,4.91121166312347
23.56,71.85,1009.67,74.78,439.48,4.853864439804639
30.26,76.2,1008.44,62.1,435.04,5.500909015790027
13.72,34.03,1018.57,65.95,469.25,3.704051835490427
6.49,38.68,1017.94,64.81,485.95,2.5475478405713994
25.36,74.99,1002.21,65.96,440.25,5.035871324805669
30.93,69.98,1013.33,62.1,432.25,5.561474624593733
26.74,59.87,1012.5,62.88,447.88,5.171073389539158
7.91,37.8,1020.59,61.0,483.49,2.812472222085047
23.4,72.99,1009.48,88.82,438.51,4.8373546489791295
24.25,74.93,1013.07,69.31,445.44,4.924428900898052
24.44,59.14,1016.74,71.82,443.5,4.94368283772331
25.63,72.99,1008.2,86.8,436.64,5.062608023538855
6.93,40.67,1020.17,71.16,494.61,2.6324893162176366
20.08,54.42,1011.79,89.35,457.14,4.481071300481616
10.17,40.46,1018.54,68.21,470.33,3.189043743820395
24.34,48.78,1018.0,73.44,448.54,4.933558553417604
14.13,48.92,1011.72,78.06,464.17,3.7589892258425004
23.47,51.3,1011.89,74.1,448.65,4.844584605515729
21.28,44.05,1005.69,83.2,444.56,4.613025037868319
28.61,72.29,1011.61,45.33,446.77,5.348831648126533
24.24,68.3,1018.03,81.51,437.12,4.923413450036469
12.28,39.96,1011.76,77.07,468.0,3.504283093587046
25.55,71.64,1009.09,79.35,439.37,5.054700782440045
23.54,41.1,1002.05,38.05,448.56,4.851803788283282
25.97,43.21,1011.9,88.73,434.83,5.096076922496363
16.48,68.28,1004.27,99.89,449.7,4.059556626036888
22.5,58.79,1017.48,73.02,443.35,4.743416490252569
11.89,40.64,1021.29,97.16,476.99,3.448187929913334
7.93,41.01,1023.64,97.23,476.37,2.8160255680657444
28.8,71.77,1006.41,66.03,426.87,5.366563145999495
21.89,45.38,1014.42,68.95,459.45,4.678675026115834
30.2,74.34,1004.17,74.77,431.77,5.495452665613635
10.59,41.93,1017.7,92.91,479.85,3.254228019054596
6.67,39.33,1011.07,91.96,490.03,2.582634314028992
12.02,43.69,1016.12,74.07,477.74,3.4669871646719432
12.74,49.83,1007.44,91.47,466.09,3.5693136595149495
15.68,43.7,1015.09,58.96,470.29,3.9597979746446663
13.08,43.14,1019.39,99.74,467.06,3.616628264005025
9.64,36.66,1027.1,70.11,479.08,3.104834939252005
30.85,68.94,1007.31,68.99,426.1,5.554277630799526
14.29,46.18,1017.01,87.29,464.73,3.7802116342871597
15.17,36.71,1013.5,77.44,471.93,3.8948684188300895
23.91,50.23,1017.25,68.57,455.41,4.88978527135906
9.37,42.32,1015.15,82.96,477.57,3.0610455730027932
19.65,51.3,1014.81,90.23,452.5,4.4328320518603
6.91,37.49,1011.05,82.07,481.88,2.6286878856189833
24.51,68.63,1014.15,45.1,447.66,4.950757517794625
7.65,40.67,1020.14,72.37,491.1,2.7658633371878665
29.06,71.64,1005.54,69.84,435.98,5.390732788777422
12.55,39.58,1010.68,76.9,472.31,3.5425979167836705
27.51,63.73,1009.97,66.14,440.81,5.244997616777343
9.41,43.5,1021.0,88.74,473.84,3.0675723300355937
23.04,74.22,1009.52,90.93,440.32,4.8
22.61,49.3,1003.51,83.02,441.76,4.754997371187496
12.81,45.51,1015.46,79.97,469.27,3.5791060336346563
14.32,45.08,1023.24,84.53,467.21,3.7841775856849003
23.64,63.31,1014.5,61.83,440.7,4.862098312457287
8.48,40.05,1015.89,90.25,483.5,2.9120439557122073
15.65,43.5,1021.39,78.58,463.5,3.9560080889704965
23.07,57.5,1015.7,75.47,447.49,4.803123983409131
26.25,66.56,1008.29,60.65,436.3,5.123475382979799
20.98,42.23,1013.12,67.37,461.9,4.580392996239515
17.5,42.44,1012.55,76.85,466.78,4.183300132670378
23.48,70.79,1006.7,88.57,432.25,4.845616575834287
22.84,50.05,1005.59,79.49,442.85,4.7791212581394085
31.24,68.3,1015.89,42.84,435.2,5.589275444992848
27.22,67.9,1005.73,57.29,441.22,5.217278984298233
22.51,68.63,1015.1,57.19,450.75,4.744470465710584
28.3,64.33,1011.23,68.88,441.51,5.319774431308154
9.86,41.01,1018.49,98.71,467.37,3.1400636936215163
18.12,43.69,1016.91,52.95,464.68,4.256759330758553
18.58,44.6,1016.61,48.15,459.06,4.310452412450461
17.38,43.14,1011.09,61.9,459.02,4.168932717135166
9.78,52.75,1022.97,78.31,469.58,3.127299154222378
19.06,44.63,1004.23,84.43,456.54,4.365775990588615
8.74,36.3,1015.18,61.97,438.63,2.9563490998188966
19.83,63.94,1019.81,75.05,448.03,4.453088815642463
23.83,71.37,1002.04,64.78,443.29,4.881598098983569
22.06,47.43,1009.85,76.85,453.5,4.696807426326951
18.52,58.41,1013.77,99.89,446.68,4.303486958270002
13.83,40.2,1013.28,90.44,465.53,3.7188707963574106
11.37,39.16,1016.54,87.05,480.54,3.371943060017473
21.71,60.77,1017.95,85.07,444.59,4.659399102888698
13.25,41.62,1010.8,77.81,457.64,3.640054944640259
18.23,58.96,1015.55,69.61,459.12,4.2696604080418386
23.26,59.21,1017.71,67.16,442.38,4.822862220714998
28.86,73.67,1006.65,68.23,431.15,5.372150407425317
20.25,59.8,1015.3,82.69,453.81,4.5
29.95,73.42,1011.44,66.32,432.81,5.472659317004851
7.64,39.85,1012.78,88.09,481.53,2.7640549922170505
6.93,38.68,1017.61,61.28,482.37,2.6324893162176366
15.69,37.87,1021.18,84.38,465.41,3.9610604640676716
14.54,39.39,1013.87,76.39,470.23,3.8131351929875237
14.57,44.45,1021.42,66.23,462.48,3.817066936798463
10.42,41.46,1021.04,89.16,479.24,3.2280024783137944
14.12,42.86,1011.84,88.29,471.86,3.757658845611187
17.57,62.1,1019.51,86.14,453.3,4.191658383026938
18.91,59.21,1017.76,90.49,450.24,4.34856298103178
30.55,70.04,1010.51,49.37,429.56,5.527205442174192
8.69,40.81,1026.19,86.25,484.55,2.947880594596735
26.66,73.56,1006.9,99.27,433.62,5.163332257370234
26.51,44.57,1007.56,52.23,445.32,5.148786264742401
13.23,42.34,1018.02,97.49,462.21,3.6373066958946425
12.14,48.04,1011.8,100.13,465.08,3.4842502780368694
27.83,69.04,1009.69,63.79,443.24,5.275414675643991
26.17,48.92,1009.87,34.43,440.09,5.115662224971465
23.56,73.18,1012.18,87.98,437.92,4.853864439804639
14.17,42.99,1007.38,78.88,470.68,3.7643060449437424
26.42,71.06,1008.12,87.32,435.6,5.140038910358559
10.35,37.14,1013.37,69.26,472.63,3.2171415884290826
30.61,67.69,1004.97,47.46,429.8,5.532630477449222
31.81,66.44,1011.21,53.55,426.84,5.640035460881429
10.9,41.93,1014.96,96.24,477.93,3.3015148038438356
29.53,70.94,1007.22,70.68,432.43,5.43415126767741
22.2,44.05,1007.34,75.13,445.32,4.711687595755898
15.27,39.54,1010.64,81.91,464.49,3.9076847365159844
17.75,49.78,1004.49,100.09,452.02,4.2130748865881795
25.86,76.2,1005.73,69.35,438.75,5.085272854036448
29.29,72.58,1007.39,72.85,428.73,5.412023651093923
24.92,63.86,1019.19,59.24,440.93,4.991993589739474
15.15,39.58,1011.94,73.63,466.78,3.892300091205713
10.03,40.96,1024.57,91.1,478.79,3.167017524422623
24.96,74.99,1008.25,80.52,440.91,4.995998398718719
5.74,40.62,1016.31,84.91,481.15,2.3958297101421877
25.6,63.76,1010.18,67.43,435.75,5.059644256269407
16.27,56.89,1013.74,84.36,454.88,4.033608806019741
26.96,62.39,1008.14,73.95,437.41,5.192301994298868
10.72,40.81,1016.51,80.26,474.64,3.2741411087489802
31.7,76.09,1007.06,72.39,441.36,5.630275304103699
18.56,67.71,1004.77,85.28,444.9,4.308131845707603
21.89,58.05,1011.31,85.71,441.76,4.678675026115834
25.38,71.73,1009.97,72.6,434.44,5.037856687123999
9.37,40.11,1024.94,75.03,471.13,3.0610455730027932
21.34,51.61,1010.11,80.7,452.0,4.619523784980439
27.17,73.5,1010.36,73.29,435.22,5.21248501196886
13.6,39.82,1013.34,86.1,470.69,3.687817782917155
16.52,53.16,1014.68,76.82,457.81,4.064480286580315
25.62,63.13,1013.84,83.49,439.13,5.061620293937506
26.68,59.92,1009.94,70.57,438.67,5.165268628057984
28.18,71.14,1011.56,48.03,432.72,5.308483775994799
14.03,44.88,1019.6,57.63,465.51,3.7456641600656084
29.06,72.86,1004.23,69.41,432.12,5.390732788777422
7.9,43.79,1016.14,83.05,485.26,2.8106938645110393
22.1,65.94,1009.79,67.57,443.95,4.701063709417263
13.08,41.74,1020.75,64.44,474.81,3.616628264005025
21.86,58.49,1010.88,76.79,449.9,4.675467891024383
12.45,43.67,1013.61,91.34,474.27,3.52845575287547
12.91,41.16,1011.9,89.19,472.71,3.5930488446443363
17.65,62.1,1019.63,84.3,452.2,4.201190307520001
13.29,71.14,1019.63,75.09,464.18,3.645545226711637
7.61,38.06,1021.16,83.22,484.14,2.7586228448267445
12.88,44.0,1022.71,88.58,470.31,3.588871688985272
17.75,42.24,1016.86,61.52,468.86,4.2130748865881795
26.08,70.32,1012.32,89.0,434.24,5.106858133921482
5.29,41.38,1020.62,83.83,492.12,2.3
21.04,74.87,1009.09,88.25,443.44,4.586937976471886
25.77,63.31,1012.76,65.98,439.98,5.076416058598822
8.51,39.96,1026.34,96.1,475.96,2.9171904291629644
21.63,50.16,1005.7,84.84,448.32,4.6508063816933936
25.82,66.49,1013.2,60.32,434.35,5.081338406365
33.15,68.51,1012.9,51.91,428.89,5.757603668193912
23.25,63.78,1016.01,72.01,448.82,4.8218253804964775
24.82,71.94,1010.5,64.67,438.69,4.98196748283246
12.37,43.22,1009.1,76.06,468.49,3.517101079013795
28.34,63.77,1013.7,61.13,439.75,5.323532661682466
26.78,66.54,1010.14,49.01,440.0,5.174939613174245
28.01,51.43,1011.6,49.2,449.82,5.292447448959697
25.02,69.75,1010.04,91.86,437.87,5.00199960015992
18.72,60.07,1015.81,70.55,454.35,4.326661530556787
27.52,66.48,1004.99,52.54,429.67,5.2459508194416005
15.44,39.54,1007.49,82.14,469.28,3.9293765408777
25.06,74.33,1014.05,69.02,437.27,5.005996404313531
20.24,56.65,1020.72,62.9,455.49,4.498888751680797
15.55,39.63,1004.98,89.82,466.83,3.943348830626071
27.26,73.18,1012.58,74.83,429.92,5.221110992882645
21.98,59.39,1015.25,84.52,446.79,4.688283267892417
25.51,73.56,1006.59,96.63,437.07,5.050742519669757
26.64,62.44,1011.81,72.46,438.67,5.1613951602255765
22.08,55.5,1018.42,58.46,455.79,4.698936049788292
24.22,68.51,1013.23,74.96,440.01,4.921381919745713
29.07,51.43,1006.22,61.58,438.79,5.391660226683428
10.09,37.14,1012.99,72.59,473.66,3.176476034853718
26.47,63.13,1013.72,79.4,441.81,5.144900387762624
14.95,39.31,1009.15,75.3,462.72,3.866522985836241
31.23,75.08,1004.93,46.19,439.14,5.588380803059147
4.41,42.07,1005.54,68.85,488.36,2.1
10.9,41.46,1016.66,86.2,479.45,3.3015148038438356
29.97,73.06,1009.41,78.26,430.37,5.474486277268397
18.34,45.64,1019.05,82.53,460.58,4.282522621072771
21.51,65.48,1017.11,72.99,448.65,4.637887450122092
8.94,43.13,1014.82,76.66,483.63,2.9899832775452104
28.88,63.76,1010.16,56.34,435.54,5.374011537017761
27.14,64.27,1012.71,54.4,441.68,5.209606511052442
26.59,69.13,1009.27,73.96,430.11,5.156549233741495
13.18,37.91,1018.09,88.84,469.63,3.6304269721342695
12.1,40.27,1005.53,68.37,477.61,3.478505426185217
10.96,41.93,1019.28,87.38,473.28,3.3105890714493698
27.28,51.43,1011.46,51.38,450.53,5.223025942880239
24.73,69.05,1003.25,66.44,437.93,4.972926703662543
22.29,45.01,1012.4,51.58,449.08,4.72122865364515
10.17,41.46,1019.34,83.04,480.13,3.189043743820395
25.12,77.95,1009.26,82.95,433.4,5.011985634456667
10.87,42.02,1002.08,95.22,472.63,3.2969683043669074
22.26,44.89,1009.51,78.93,447.07,4.71805044483418
23.57,66.75,1018.06,80.19,439.71,4.854894437575342
10.8,41.74,1020.24,78.62,479.32,3.286335345030997
10.48,37.5,1009.81,95.26,474.57,3.237282811247729
16.64,39.64,1008.7,81.79,463.49,4.079215610874228
18.22,44.34,1019.35,56.78,469.27,4.268489194082608
19.77,54.42,1011.73,89.26,458.21,4.446346815083142
10.96,45.01,1017.97,95.82,468.64,3.3105890714493698
26.31,52.09,1013.39,53.59,447.04,5.1293274412928636
20.03,47.45,1009.04,77.56,450.6,4.47548880012005
15.59,52.05,1013.67,78.55,456.07,3.9484174044799265
23.24,45.01,1012.21,45.23,457.01,4.82078831727758
9.15,39.61,1018.11,75.29,474.88,3.024896692450835
19.93,56.65,1020.7,62.82,456.53,4.464302857109943
9.33,36.3,1027.88,79.23,479.6,3.054504869860253
27.24,44.89,1009.61,51.89,442.84,5.219195340279955
13.92,41.16,1000.98,83.89,454.15,3.730951621235526
21.84,45.09,1013.94,46.11,450.88,4.673328578219169
26.13,57.32,1012.27,45.78,441.6,5.111751167652823
10.91,42.34,1021.83,94.99,470.91,3.303028912982749
20.37,52.05,1012.34,62.57,456.11,4.513313638558703
22.07,69.94,1011.18,80.86,440.09,4.697871858618538
28.11,66.17,1010.51,65.16,444.2,5.301886456724625
24.05,70.4,1006.83,92.35,442.07,4.904079934095692
6.9,44.71,1019.7,71.21,486.3,2.6267851073127395
15.07,39.3,1019.0,63.62,464.7,3.8820097887563345
22.83,59.43,1005.51,83.93,440.76,4.778074926160116
15.36,40.89,1007.59,86.08,464.12,3.919183588453085
